frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
463,290.0,1245.060494382741 403.7522112183043 1608.529095379645 745.8510258670009,1374.4398193359375 601.240234375 1434.283447265625 636.868408203125,0.6271501183509827,SPF-9SA,0.9132329821586609
463,381.0,735.0165150472817 276.17173715072187 1173.3359059219717 780.8190745880217,822.4330444335938 696.970458984375 894.1239624023438 735.9966430664062,0.4268665015697479,SPF-9A9,0.9551628232002258
464,290.0,1244.493075317945 405.8433964553668 1608.1154686071545 747.3858195858519,1374.773681640625 601.8565063476562 1434.4696044921875 636.4632568359375,0.6046401262283325,SPF-9SA,0.8959965705871582
464,381.0,734.6881081078895 277.51743637890286 1172.5678443277145 781.6569635727476,828.5165405273438 665.492919921875 924.1922607421875 722.6259765625,0.2034367173910141,SPF-9A9,0.8676581978797913
465,381.0,736.5767232090521 277.7611927280409 1173.1093014938242 783.3710873783905,825.78955078125 694.5914306640625 902.3226928710938 744.74609375,0.6501460075378418,SPF-9A9,0.9400264620780945
465,290.0,1244.702103938979 409.0294539351503 1607.7033027542036 749.8362944768467,1375.47900390625 602.6815185546875 1437.93505859375 639.190673828125,0.6269790530204773,SPF-9SA,0.8867014646530151
466,290.0,1244.386775976333 409.0355105151233 1607.6673614107904 749.4704948780962,1377.134521484375 603.167236328125 1437.898681640625 639.4320068359375,0.5911512970924377,SPF-9SA,0.9532424211502075
466,381.0,735.3126167079206 279.146110167457 1171.7244359710116 786.7833906209428,828.3662109375 698.8372802734375 905.7544555664062 744.1099853515625,0.5572618842124939,SPF-9A9,0.9336257576942444
467,381.0,736.2198408458393 278.20709675576757 1171.4788710463818 787.830897757672,829.9329833984375 696.02978515625 908.4266357421875 746.8856201171875,0.6892312169075012,SPF-9A9,0.9105828404426575
467,290.0,1244.763409129414 409.665893810747 1608.0233094539644 750.0757689622657,1377.809326171875 604.68505859375 1439.7659912109375 640.4779052734375,0.6065248250961304,SPF-9SA,0.9111517667770386
468,290.0,1243.330387282791 420.0100752842013 1604.7110661454099 756.4831205675939,1377.6343994140625 606.5176391601562 1441.945556640625 641.9990844726562,0.6168950796127319,SPF-9SA,0.9688514471054077
468,381.0,734.9301784205438 278.4132336422672 1170.571358919989 789.4561003467629,839.540771484375 701.776611328125 910.9639892578125 746.91064453125,0.5708867907524109,SPF-9A9,0.9087640643119812
469,381.0,734.5784558549068 279.42901789035506 1167.9017107953293 790.88277574831,839.0601196289062 697.7730102539062 913.4240112304688 747.2779541015625,0.6493115425109863,SPF-9A9,0.9366781711578369
469,290.0,1243.2048535511221 424.88822487964933 1603.7830996227776 758.747554086403,1376.7352294921875 605.17724609375 1442.2012939453125 641.62548828125,0.5843244791030884,SPF-9SA,0.841141402721405
470,290.0,1243.5829367017311 419.873231655073 1604.8693312326566 755.4776290988738,1379.28271484375 606.1128540039062 1443.48291015625 643.6423950195312,0.627098560333252,SPF-9SA,0.9211033582687378
470,391.0,737.506792497565 276.08533551469276 1163.1005663528913 782.2670579877906,840.7395629882812 701.6160888671875 915.7282104492188 748.9469604492188,0.5997525453567505,SPF-9A9,0.9331241846084595
471,391.0,739.601257202055 281.273044557747 1161.7804447367525 787.5696147083718,839.9146728515625 701.4620361328125 918.610107421875 750.22119140625,0.6337000727653503,SPF-9A9,0.9545093774795532
471,290.0,1243.5791701808087 417.8523828067638 1605.4628356713322 755.450202856182,1378.6162109375 607.066650390625 1441.8173828125 643.9224853515625,0.6260985136032104,SPF-9SA,0.8627102971076965
472,290.0,1243.2168557911878 419.311019703815 1605.7239702529746 756.7329282704484,1377.572998046875 606.3152465820312 1442.100341796875 644.418701171875,0.6259013414382935,SPF-9SA,0.9170047640800476
472,391.0,740.2004080544255 282.31212299734125 1160.9065494952424 789.8347224872709,842.9170532226562 701.7551879882812 919.6986694335938 749.829345703125,0.5537353157997131,SPF-9A9,0.9269146919250488
473,290.0,1242.6278431817404 417.4550868532208 1605.677100733852 756.5819811648244,1375.338623046875 606.6593017578125 1442.3447265625 646.72509765625,0.6166777610778809,SPF-9SA,0.8329032063484192
473,391.0,738.7293726695686 282.32467073145233 1159.219456603656 791.9217788298671,845.6854248046875 702.5263671875 924.81591796875 753.8726806640625,0.5932043194770813,SPF-9A9,0.9481156468391418
474,290.0,1241.8517819146011 417.045058743119 1605.9127184490246 757.2495815068378,1377.508056640625 604.2643432617188 1443.5477294921875 646.7807006835938,0.5964496731758118,SPF-9SA,0.9031342267990112
474,391.0,740.1936128327231 282.96679716380595 1158.7828234235324 794.7331561996245,851.0601196289062 711.2313842773438 920.8738403320312 753.5771484375,0.4336230456829071,SPF-9A9,0.9743103981018066
475,290.0,1241.309131486956 419.09678107524826 1605.861294205384 758.99459443185,1377.0274658203125 603.1998291015625 1443.7576904296875 647.375,0.5908787846565247,SPF-9SA,0.9087948203086853
475,391.0,740.7221373927991 283.0631769044233 1157.3918042281196 796.8412480097215,851.3889770507812 711.1792602539062 925.4284057617188 755.1271362304688,0.5798937082290649,SPF-9A9,0.9429565668106079
476,290.0,1241.2026032817644 416.8070916496862 1605.832815692052 758.3532969626641,1377.284912109375 603.581787109375 1443.737548828125 646.99951171875,0.609325110912323,SPF-9SA,0.9411385655403137
476,391.0,739.8145905767767 282.4414792403493 1156.1092068694866 797.40559018768,852.4887084960938 712.9591064453125 926.1692504882812 754.0709838867188,0.5378988981246948,SPF-9A9,0.9773131012916565
477,391.0,740.8939014291433 281.59686192437823 1156.304935339481 797.4683193573397,857.4088134765625 712.5745239257812 933.365966796875 757.1109008789062,0.5840923190116882,SPF-9A9,0.9377242922782898
477,290.0,1241.1528833493837 415.7116968390919 1606.4615664576288 758.8576705746552,1377.190185546875 603.5391845703125 1444.117919921875 647.2659301757812,0.5839782953262329,SPF-9SA,0.9310530424118042
477,335.0,455.09971982041435 438.0267340643699 710.7049489754475 760.7714341954336,592.3709716796875 615.1301879882812 646.454833984375 658.0362548828125,0.38721588253974915,SPF-978,0.7904965877532959
478,290.0,1241.5560813742054 414.26934927171874 1606.5683843793636 758.7893554138343,1376.41357421875 606.1365966796875 1443.25146484375 647.8895263671875,0.5825617909431458,SPF-9SA,0.7366979122161865
478,391.0,742.8709072545821 281.8525706503212 1157.6017140498836 798.2824427032367,859.9114379882812 716.529296875 931.8403930664062 756.48974609375,0.5197360515594482,SPF-9A9,0.9649997353553772
478,335.0,454.466123893239 439.4269690157002 713.4867256479372 761.9157769510355,592.68896484375 614.2528076171875 653.355712890625 657.2171020507812,0.3958592116832733,SPF-978,0.838978111743927
479,391.0,743.4844987396235 282.2058728663232 1158.0677926835378 799.0182115662769,863.1954345703125 713.4442749023438 940.0594482421875 761.0035400390625,0.6296478509902954,SPF-9A9,0.938278079032898
479,290.0,1241.5915305778437 414.3846528235632 1606.3264307943443 759.5989742709454,1376.9683837890625 606.4012451171875 1442.2698974609375 647.8744506835938,0.5834205746650696,SPF-9SA,0.8548980951309204
479,335.0,450.6199350456817 440.71834638731093 709.2200669501664 763.1401080896246,591.9005737304688 615.2647705078125 648.6034545898438 657.8682861328125,0.387411892414093,SPF-978,0.8041316866874695
480,391.0,746.190427629354 281.78936864123455 1160.8778402300902 799.0281083118822,867.2026977539062 714.0872802734375 941.64111328125 760.6646728515625,0.6572888493537903,SPF-9A9,0.9329380393028259
480,290.0,1241.5576577644442 412.93061568090627 1605.8778192919076 759.3337192468674,1376.03125 604.7770385742188 1440.064697265625 647.7523193359375,0.5252715945243835,SPF-9SA,0.8305203318595886
480,335.0,452.43447211707365 439.4526175542536 714.7121448894518 762.7352465959965,591.56298828125 615.0306396484375 647.9083251953125 657.7109375,0.40994057059288025,SPF-978,0.8712148666381836
481,334.0,640.3116086092958 483.0805958462535 1097.3058210627391 891.4976703182076,869.53955078125 713.7691650390625 943.28857421875 761.24609375,0.6046528816223145,SPF-9A9,0.9568477272987366
481,290.0,1241.5327853347765 411.43210196970915 1605.824907625714 759.1857274966306,1375.9998779296875 605.1961669921875 1439.1610107421875 647.8302001953125,0.5189052224159241,SPF-9SA,0.8652982115745544
481,335.0,451.5294675639755 438.5389023936265 715.4169437152127 762.1546855815924,591.6439819335938 613.8829345703125 649.6083984375 658.3025512695312,0.4033772647380829,SPF-978,0.7584242820739746
482,400.0,746.0758293921373 281.1687018481547 1169.044908360943 809.0496280132721,874.8314208984375 715.298583984375 947.7088623046875 762.7088012695312,0.6341120004653931,SPF-9A9,0.9218193888664246
482,290.0,1240.8943927591868 412.92528633424024 1605.8172254829083 760.9882582575864,1375.199462890625 605.1538696289062 1439.7255859375 649.2293701171875,0.5681015253067017,SPF-9SA,0.8996919393539429
482,335.0,450.56380917144304 436.94232573746126 717.757514845793 761.8786733961367,592.9299926757812 616.4171142578125 649.846923828125 658.52783203125,0.3303007185459137,SPF-978,0.8841221332550049
483,290.0,1240.5332765961718 413.8651970269219 1605.2785963056547 761.6766889559161,1376.80029296875 606.81201171875 1445.052490234375 648.5546264648438,0.589705765247345,SPF-9SA,0.80585777759552
483,400.0,749.5770285633985 281.86587937833076 1171.0145990276224 811.4415694489438,875.363525390625 714.2233276367188 948.971923828125 760.9237060546875,0.5615327954292297,SPF-9A9,0.9617147445678711
483,335.0,450.15729315950506 436.3254676696321 722.2439061868752 762.3284951401105,592.2678833007812 615.216064453125 647.8417358398438 657.8311767578125,0.23859082162380219,SPF-978,0.924416184425354
484,400.0,754.1776321944376 282.4412747961552 1173.507941580941 813.4237727123533,876.4337768554688 717.3280029296875 957.5912475585938 768.00244140625,0.6663655638694763,SPF-9A9,0.9655734300613403
484,290.0,1240.482780378588 413.38127117398415 1605.2966591275558 761.7034416286209,1374.126220703125 606.622314453125 1445.3768310546875 648.47412109375,0.5243633389472961,SPF-9SA,0.9052457213401794
484,335.0,452.4347699216805 434.611544534579 733.2701732838723 762.785458442741,591.314208984375 613.845458984375 649.4827880859375 656.7012939453125,0.25333210825920105,SPF-978,0.9000610709190369
485,290.0,1239.716425412941 414.934086567074 1603.7787839900382 762.784236858578,1373.62060546875 607.511474609375 1447.3853759765625 649.93017578125,0.5416834950447083,SPF-9SA,0.9002731442451477
485,335.0,451.10977415312993 435.4237112080094 738.2553225212674 763.8518914132745,590.0140380859375 611.5603637695312 651.30419921875 658.6878662109375,0.41126394271850586,SPF-978,0.9323716759681702
485,400.0,754.5700340685052 281.46060364258966 1174.734771522765 813.0430936964628,880.8031005859375 726.5487670898438 950.31640625 765.3396606445312,0.2274889349937439,SPF-9A9,0.9584584832191467
486,400.0,758.0103580166848 281.8625166990142 1177.7904296326722 812.1516505281288,882.4579467773438 723.332763671875 963.3704223632812 769.607177734375,0.597115159034729,SPF-9A9,0.9424517750740051
486,290.0,1239.9266121423084 414.7044589594601 1603.8129528785971 763.1316571383419,1373.7294921875 607.7847900390625 1447.060546875 650.7406005859375,0.5083844065666199,SPF-9SA,0.8953459858894348
486,335.0,446.0055710944423 435.7712959373365 731.9271565673755 764.5951484451545,589.2887573242188 614.1849975585938 650.5562133789062 659.8319091796875,0.47440239787101746,SPF-978,0.8850084543228149
487,335.0,445.0797422446982 435.7177758629912 732.5329704224044 764.9901339085006,589.5587158203125 618.7158203125 647.2904052734375 658.0009765625,0.454785019159317,SPF-978,0.9021840691566467
487,400.0,757.4807039793545 280.89114049882556 1179.2182717079017 809.7200779694047,886.87060546875 726.4143676757812 960.7241821289062 770.4929809570312,0.28398680686950684,SPF-9A9,0.9657970666885376
487,290.0,1240.0837460035402 414.63074909759837 1603.9251679022175 763.6203223435654,1375.840576171875 616.6686401367188 1437.6844482421875 654.37451171875,0.2759312689304352,SPF-9SA,0.8945114016532898
488,400.0,758.9461151591371 282.2220994124588 1180.7857772581037 809.2754989631201,889.370361328125 725.8024291992188 965.1705322265625 771.6937866210938,0.6388317942619324,SPF-9A9,0.9281666874885559
488,290.0,1238.9238909763367 420.6878600562625 1601.5277734546817 766.8716103742465,1375.6072998046875 608.3958740234375 1442.2591552734375 653.0382080078125,0.536253809928894,SPF-9SA,0.8691117167472839
488,335.0,446.5304603093258 434.54491241627693 738.4558983585613 764.6235369027668,588.3553466796875 621.36083984375 646.87744140625 658.378662109375,0.33989760279655457,SPF-978,0.883776843547821
489,400.0,757.1334845175321 279.6456734191467 1181.2721001059629 803.7804925101773,889.831787109375 723.9989013671875 964.4091796875 773.1702880859375,0.6189581751823425,SPF-9A9,0.9706633687019348
489,290.0,1238.3607475937288 417.466893481184 1601.8675110981217 765.3395306949643,1376.669189453125 611.9769287109375 1442.0552978515625 654.51416015625,0.5487570762634277,SPF-9SA,0.9109556078910828
489,335.0,445.31590720791974 431.17043253818986 740.3474287011943 763.4361129274558,583.902587890625 615.1728515625 656.4074096679688 661.7188110351562,0.4563288688659668,SPF-978,0.7095648646354675
490,400.0,757.1717217314954 275.6911875792018 1182.720513103238 790.1739342978342,893.47998046875 723.1880493164062 965.478515625 771.8248901367188,0.5859202146530151,SPF-9A9,0.9569271206855774
490,335.0,443.7105327353296 432.03030235238384 740.0968323823437 764.3138794883128,583.03369140625 615.63720703125 655.8447265625 661.9689331054688,0.5225605368614197,SPF-978,0.8872265219688416
490,290.0,1237.4240775357248 419.82934300925547 1601.169591568575 767.0770778959699,1376.6181640625 613.7711791992188 1443.2060546875 655.1165771484375,0.49895286560058594,SPF-9SA,0.8831381797790527
491,400.0,758.0227180553633 279.08842848197463 1185.4188488379498 793.219098936577,894.871826171875 723.4425048828125 972.833251953125 773.96826171875,0.5906549692153931,SPF-9A9,0.9558784365653992
491,335.0,442.1559983267964 430.3164083815629 739.3086718876775 764.0899281099862,583.9487915039062 614.7158203125 660.8387451171875 660.9609375,0.5379060506820679,SPF-978,0.8273701071739197
491,290.0,1237.1668065037811 418.15371833638494 1601.5314191479838 766.6688520921076,1377.021484375 614.987060546875 1443.336669921875 656.200439453125,0.5196648836135864,SPF-9SA,0.9045562148094177
492,400.0,756.0504597015411 284.71679432325317 1187.5895008885789 807.0603160031162,895.9140625 725.976806640625 974.048828125 777.454345703125,0.63908851146698,SPF-9A9,0.9298699498176575
492,290.0,1235.7033737969637 423.69724286519295 1599.8494447835233 769.4098306932317,1377.18408203125 615.4592895507812 1444.13623046875 657.1152954101562,0.5196860432624817,SPF-9SA,0.8877049088478088
492,335.0,439.43674574886415 432.28664105705656 734.9130941821085 765.80386625291,584.781982421875 615.5576171875 665.7752685546875 660.9779052734375,0.5043853521347046,SPF-978,0.9571672081947327
493,400.0,758.1286973274689 280.32355280683424 1192.0061921978602 801.2099913824493,898.2485961914062 729.8841552734375 981.7161254882812 778.110107421875,0.6132550835609436,SPF-9A9,0.9330398440361023
493,290.0,1235.0255419698558 426.4316351865699 1598.9505346268118 770.2935507070523,1376.06298828125 617.401123046875 1442.488525390625 655.4287109375,0.5343673825263977,SPF-9SA,0.8913260102272034
493,335.0,438.48760921972416 432.2689439559866 732.8670741094793 766.3944855671173,586.942138671875 619.4676513671875 658.73974609375 658.675537109375,0.45787855982780457,SPF-978,0.8746381402015686
494,400.0,757.8174159297304 279.8492876982427 1194.6232927651738 800.5605464160235,898.5802001953125 728.9857788085938 978.7283935546875 778.560791015625,0.6412934064865112,SPF-9A9,0.940231204032898
494,290.0,1234.6771619304252 424.42475057157594 1599.25346632785 769.1240961739102,1377.42236328125 617.8402709960938 1445.32470703125 655.5462646484375,0.5221924185752869,SPF-9SA,0.9005217552185059
494,335.0,438.46297253307307 431.0083359105164 732.2102469125064 766.3558914105914,585.0006103515625 617.44970703125 659.3018798828125 662.2757568359375,0.47217318415641785,SPF-978,0.8932940363883972
